4CB21CS001,Total,64,75,60,70,97,87,76,57
4CB21CS002,Total,61,66,66,62,77,87,87,73
4CB21CS003,Total,78,88,77,70,93,89,94,67
4CB21CS004,Total,56,48,50,51,67,77,73,44
